id	document	label
801	러셀 크로우의 연기는 정말 좋은데 뭔가 영화가 전체적으로 답답 짜증남.. 소재 때문인가 ㅋㅋ 보복 운전자 역 화나고 세상 미친 또라인데 애엄마도 좀 짜증나는 이유는 뭘까 ㅋㅋㅋ 애엄마는 처음부터 신경 예민하고 띠꺼운 거 같음 아니ㅋㅋ 차 막히면 그만큼 일찍 출발하면 되는 거 아님? ㅈㄴ 늦게 일어나놓고는 빈둥대다가 운전하면서 차 막힌다 열폭하는데ㅜㅋㅋㅋ	0
802	ㅅㅂ 미친건가 돌았네 아니 지들이 싼 똥 지들이 덮으려고 쌩 난리를 치네	0
803	별 열개도 부족한 영화다.평가 하는 자체가 영화에 대한 모독이다.	1
804	내면이 성숙해질수록 이해하고 공감할 수 있는 부분이 많아진 영화인것 같다. 아마 OO 전에 봤다면 이 영화가 지루했다고 생각했을지도 모르겠다	1
805	종강기념 집에서만 대학생활을 보낸 분들께 꼭 보라고 하고싶어요. 3시간을 투자했지만 시간이 아깝지 않았어요 여운이 오래남는 영화네요.. 왜 이걸 이제서야 봤을까요	1
806	악인 한명살리고 길러준 같은편 수십명을 죽이는 배트맨..  기르던 개에게 물려죽는다는 스토리 전개에 쓰레기 스토리 스타트를 보여줌.내가 작가라도 더 좋은 스토리 전개를 보여주겟다고 느끼면서 보는 내내 스트레스를 받는 영화.강추! 당신의 인내심을 기르고 싶고 이해불가 스토리를 느끼고 싶다면..	0
807	영화를 본 후 나는 낙태가 죄라는 생각을 해본다.생명을 소중히 여기는 마음~ 우리안에 있기를 원한다. 이땅에 아름답지 못한 사랑을 만드는 모든 어둠이 떠나가길 원한다.	1
808	진짜 최고의 영화 누구에게 추천해도 되는 영화 인생에 대해서 생각한 영화	1
809	편집 좋같이 했네...	0
810	재미있는 코미디 영화네요. 북극곰들은 엄청 추운곳에서 살기때문에 따뜻한 우리나라에선 추위를 많이타죠.	0
811	네이버에서 다운 받아본 기생충. 아직까지도 좋아하는 씬을 돌려본다. 참 재밌다	1
812	우디 앨런은 수양딸을 성적으로 학대한 혐의를 받고 있으며, 로만 폴란스키는 미성년자와 불법 성관계로 유죄 판결을 받았다. https://www.mk.co.kr/star/movies/view/2020/09/939318/#	0
813	영화는 안봤지만 중국이라 1점	0
814	재밌구만 가볍게 봐라 진지하게 보지말고	1
815	큰 기대 안하고 봤는데 연기자들 연기 좋네요!!! 이런 영화를 계기로 나쁜놈들이 제대로 된 죗값을 법적으로 치르는 날이 왔으면 좋겠습니다.	1
816	혈연을 색다르게 다룬 영화 어디없나 싶으면 바로 이 영화.	1
817	평점이 쪼금 낮다...	1
818	기대 안 하고 봤는데 빵빵 터졌음. 스토리는 살짝 빈약하지만 구성이 재미나고 메시지도 있음.	1
819	아이맥스 재개봉으로 볼 수 있어서 영광이었습니다	1
820	대본이 훌륭하다고 할수는 없지만 배우들이 연기가 너무 좋네요ㅎㅎ 진짜 아무생각 없이 채널 돌리다가 시작하길래 봤는데 꽤 볼만합니다^^ 김동욱님 연기 아주 칭찬해요ㅋㅋ	1
821	도둑들 옛날버전 느낌이었ㅋㅋㅋ	1
822	작년 영화관가서 본 1인. 스토리전개도 연출도 지루했었음.	0
823	코미디영화로서의 역할을 다 했다.	1
824	요즘들어 꿈에서 자꾸 타임루프해서 쫏기는 꿈을 꾼다...그래서 나비효과 또봤음 ㅎㅎㅎ	1
825	내가사는이유?내 소중한 사람들을 위해	1
826	절라재밋음 진짜 방금 또 보고옴	1
827	수면부족인데 계속 보고 있었어.오랫만에 집중해서 본 영화.한번 더 볼까	1
828	세비지 청춘에 대한 공감	1
829	천국과 지옥이 있다면 그 천국은 마냥 천국도 아닐겁니다	1
830	독전보다 이 영화다	1
831	아니   마지막에   점마들   벌받는거까지는  보여줘야지  이양반들아	0
832	스토리가 너무 뻔해서 예상하는 대로 다 흘러감;;	0
833	대깨민국은 왜 이런 영화를 못만들까?대깨민국엔 이런 언론인들이 없으니까!	1
834	누구나 아니 보통은 부모님을 떠나보내드릴때가 있습니다.  저도 그 날이 생각나 촉촉해지네요.  잘 계시겠지요. 영화속 두  분의 아픔도 옅어질거예요. 살다보면요. 여동생이 보고 싶어지네요.지금은 조금 소원해진...  내가 미안해.	1
835	'1930년대 독일 과학자가 인류를 위한 꿈으로, 나치가 망할때까지 로켓 미사일을 열심히 만들었다'라는 영화가 나왔어봐.  거기에 사랑이야기와 주인공의 미사여구를 아무리 갖다붙여도 독일에서 엄청 까였을꺼야... 아니 진짜 정의로웠으면 중간에 때려치고 망명가거나 사랑하는 사람 옆에 있었겠지	0
836	개봉과 동시에 영화관에서 봤을때는 막 성인이 됐을 때였어요. 그땐 사실 어떤 장면이 어떤 내용 내포하는지도 잘 몰랐지만, 신기하게도 이 영화는 내 인생영화다 라는 생각이 강하게 들었어요.최근에 넷플릭스에 인턴이 들어오게 된 걸 알고 너무 반가운 마음에 다시 보게 됐어요.5년전에 봤을 때의 감정과는 전혀 다른 느낌이 들더라구요. 엔딩크레딧이 올라가는데도 여운이 남아서 자리를 뜨지 못한 건 이번이 처음인 것 같아요.연출하는 장면과 에피소드가 모두 좋았고 또 몇번을 울컥했는지 몰라요. 유쾌한 부분도 있어서 좋았습니다.저에게 다양한 생각을 들게 해준 영화라서 꼭 리뷰를 작성하고 싶었어요. 10대 20대 30대 40대에도 계속 보고싶은 인턴, 너무 잘 봤습니다.	1
837	Shit happens. But life goes on	1
838	(이견의 여지가 없는)명작이다.더스틴 호프만(짱임)성추문으로 빛이 바랬지만...	1
839	감동입니다ㅠㅈ밌아요!	1
840	영화가 전체적으로 너무 지루해여.. 일본영화 특징인가	0
841	노래도 너무 좋고 즐기며 봤습니다~!! 재미있어요 ㅎㅎ	1
842	인셉션, 인터스텔라, 그리고 이번의 테넷은 한번만 봐선 안되는 영화인게 분명함. 테넷의 연출력은 그 어떤 감독도 생각하지 못했던 것일수도...	1
843	이 영화를 보면 어린 시절의 내 모습과 어림풋하게 기억나는 사랑을 생각나게 해주는것 같아요. 이 영화를 본 후 여운도 많이 남았고 앞으로도 생각날때마다 보게될 영화.	1
844	끔찍하다는 표현은 이 영화를 향한 최고의 찬사다.	1
845	블랙코미디? 재미없는 조롱인데	0
846	김기덕 감독의 영화가 왜 평가가 좋은지 알게 해 준 작품	1
847	현재란 실재하는 것일까 아니면,과거와 미래만 존재하는 것인가	1
848	민주주의를 위해 치열하게 살았던 사람들의 이야기그때 우리는 뭐하고 있었나.지금은 자본주의시대에 물들어 너도나도 의식없이 살아가는것을 꼬집는 감독의 외침인것 같습니다.정치인도 종교인도 그냥 편하게 살고 싶은 지금의 세상. 나라의 어른이 없는세상.너도 나도 그때를 생각하며 의식을 깨우자라는 이야기같습니다. 감동있습니다.	1
849	재밌어요... ㅠㅠ 진짜 재밌었어요	1
850	영화를  보다가 나오기는 처음이네요 코믹이라고 해서 기대하고 봤는데 시간이 넘  아까워서 그냥 나왔음	0
851	가공된 진실에 대한 팩트 폭력	1
852	생각보다 너무 재밌게봄 특히 두배우들의 연기가 좋았어요	1
853	이건.. 멜로영화가 아닙니다 진짜.. 너무 울어서 영화 못보겠다 싶은건 처음	1
854	10-20대 청년들이 꼭꼭 봐야하는 영화 입니다 !!	1
855	진짜 최고다~!!!올해 본 영화중 두번째로 재밌었어요~~~^^	1
856	이영화 보고 난뒤  잠을 못잡니다.ㅜㅜ  너무너무 마음이 아려요.ㅜㅜ	1
857	영화를 볼때는 무슨내용인지 이해가 안갔지만 후반으로 갈수록 가슴이 먹먹해지다가 영화가 끝나고나서야 펑펑 운 영화,, 여운이 길어요,, 올겨울 꼭 추천하는 영화입니다	1
858	머냐 이병맛 중퀴벌레 영화는	0
859	주인공의 연기가 좋았고 음악과 펼쳐지는 바닷가의 경치가 플러스 플러스입니다. 영화관에서도 꼭 보고 싶네요	1
860	현재 이 시간에 이 사회에서 벌어지는 팩트이다. 인권이라는 미명하에 사람을 죽이는 위선자들:  페미니스트들 , 인권운동가들, 낙태찬성 정치인들, 딥스테이트들,언론들	1
861	오래된 영화지만 스릴있게 재밌게 봤네요	1
862	남자도잘못해지만 저런여자는 진짜밉상이다 화날만하다~~	0
863	차라리...독립영화에 투자하시지...	0
864	감독님의 연출의도는 어렴풋이 이해할수 있을것 같습니다. 거의 마지막 장면 눈위에 남편이 지나간 발자국을 거꾸로 지나가는 장면이 기억에 남습니다. 때로 우리는 같은곳을 향해 걷고 있지만 시간과 방향이 다를때가 많기도 하다는 지극히 현실적이지만 서글픈 나 자신도 생각해 봅니다.	0
865	아이들싸움을 이렇게 발전시켜 개 싸움으로 만드나 ...	0
866	조제가 사랑하는 중에도 웃는 모습이 한번 없어 연애전후의 차이를 느낄수가 없었음. 시종일관 음울해서 장애를 떠나 저런 성격과는 못 살겠다 싶었음. 원작에선 분명 사랑했던 순간의 조제는 달랐는데. 그리고 남주혁 캐릭터를 초반에 이 여자 저 여자 만나는 스타일로 나오는데 굳이 필요한 설정이었나 의문.	0
867	학교 선생님들의 폭력의 대한 트라우마가 이 영화를 접하고 그들을 조금은 이해할 수 있었다.	1
868	정말 재밌게 잘봤어요.	1
869	5세 아이 책을 너무 재밌게 읽어서 영화로 보여줬는데너무 재밌게 보네요 원작을 크게 흩트리지 않아 좋아요영화 잔잔하니 아이들과 같이 보기 좋네요	1
870	낙태는 살인 행위라는 것과  태아도 존중받고 보호 받아야 될 귀한 생명체라는 것을 깨닫게 되는  정말 강추하고 싶은 영화입니다~~진짜 찐 감동입니다~~♡	1
871	아니 생물선생은 때려도 건물에서 떨어져도 왜 안죽어?	0
872	김종관 감독은 상업영화 연출은 힘들어보입니다.변화가 필요해보입니다.연출 스타일을 바꾸거나 다른 이야기를 해보세요.	0
873	있는 사람들은 결코 모르는 없는자의 지극히 현실적인 상황을 담담히 풀어낸다. 절제를 아는 치밀한 연출에 박수를 보내며...	1
874	영화의 배우보다 이쁘게 잘생기게 나왔다 퀄리티도좋고 재미도 있고, xx [6점] 합계: 13점	1
875	진짜 몰입도 쩔어요!!!꼭 보세요ㅠ다음 시즌 안나오나요ㅠ	1
876	왜 1000만 영화인지 노이해 픽사랑 비교해봐라 얼마나 스토리가 OO인지 엘사 성격 줫나 이상	0
877	기대 안하고 보면 볼만합니다	1
878	낙태에 대한 실화라는 것. 그리고 실제로 낙태를 수천번 시행하도록 한 사람의 이야기라는 것에 설득되어 보게 되었습니다. 다시한번 낙태의 현실에 대해서 보게 되었습니다. 언론에서 말하는 낙태, 여성인권이 과연 인권인지.. 태아의 생명으로서의 소중함을 일깨워줬습니다..	1
879	절대반지는 소유하고 있는 사람의 마음을 병들게하고 나약하게 만드는데 그걸 버티고 이겨낸 프로도가 대단하다고 생각함..물론 샘이 없었으면 이겨내지 못했을거임...	1
880	말이 필요없다....	1
881	간만에 재밌고 웃기고 감동있는 영화 봤다 ㅋㅋㅋ 최고	1
882	가슴을 쓸어내면서 영화를 봤습니다. 다시금 생명의 소중함을 알았습니다.용기있는 행동에 박수를 보냅니다. 많은 이들이 봤으면 좋겠습니다.응원합니다~!!	1
883	영화를 보고 이렇게 까지 감동받고 복받쳐 오르는 감정을 느껴본 적이 없는 것 같네요. 아기는 잉태되는 순간부터 우리와 같은 생명이고 함부로 할 수 없다는 생명의 소중함을 절실히 깨달았습니다.모든 분들께 강추입니다.	1
884	내가 예수 그리스도의 이름으로 권위 있게 말하노니, 어리석은 여자여 사통이 아름다운 것인 줄로 착각하지 마라. 너의 순결은 네 생명보다 소중한 것이니라. 그리고 남자여 여자가 네 삶의 목적이 되어서는 안될지니라. 그것은 부끄러운 일이니라. 아멘.	0
885	질질 끌지 안고 그냥 대가리에 총구녕부터 내서 사이다	1
886	퀼이 떠나기 전 어렸을적 돌봐준 엄마가"이제  그리 애쓰지 않아도 돼" 라고 할 때 펑펑 울었습니다.. ㅠㅠ	1
887	정말 정말 정말 좋은 영화. 모두가 이 진실을 반드시 알아야 한다. 꼭 보세요!!!! 평론가들 편파적인 평과 점수 정말 토악질난다.  살인반대가 구시대적발상이라고? 깨시민인척 제발 그만... 올바른 양심과 도덕이 진짜 세련되고 선진시민인 거예요..	1
888	그냥 개무서눔 심장ㅁ터지는줄	1
889	나쁘지 않았지만 마지막 장면이 거슬린다.전세계 인구비율을 보았을 때 10영중 6명은 아시아인이고 아프리카 1.5  유럽 1.5인데 ,미래를 볼수있는 뱃지를 받은 사람중 아시아인은 일본인  한명이네. 망하고 있는 일본인 딱 한명 아시아인으로 묘사하는걸로 봐서 감독이 백인우월 주의자는 아니지만 북아메리카 유럽이 우선순위라는 내재적 선입견이 있는것만은 분명해보인다.	0
890	지금시대상에 맞지 않지만 감동적이었다.배우들의 연기도 좋았고 김보연은 정말 예뻤다.	1
891	재밌다 그냥 봐라	1
892	내가 예수 그리스도의 순결한 이름으로 말하나니, 이 더러운 것을 만든 자는 반드시 저주 받을 것이며, 이를 소비하는 음란한 여자들도 회개하지 아니하면 반드시 비참해지리라. 이런 음란물이 다운로드 순위 3위라니, 오 신이시여.	0
893	후기가 별로 안좋아서 기대를 안했는데 생각보다 재미있었습니다!킬링타임용으로 나쁘지 않은 것 같아요!	1
894	정유미가 아니였다면 김지영에 대한 논쟁도 안일어났을듯하다. 그래도 사랑받던 정유미가 했기에 미워할수도 예뻐할수도 없는 그저 김지영을 바라봤다. 이 영화는 여자가 겪는 고초와 사회의 시선이 노골적으로 보일지도 모르지만 한번쯤은 모두가 생각했어야할 문제를 다뤘을 뿐이다. 자신 아내의 입장에서 하루라도 생각해보며 살아라 맨날 바쁘다고 자기만 생각하지말고 내 아내가 참 다행이라 생각든다.	1
895	스토리는 평범하지만 최고의배우들이 연기해서 평범한 영화가 아닌 최고의 영화가 되었다.모든게 좋았던 영화.특히 감독님에게 감사하다.	1
896	노래가 너무 좋아서 최고	1
